category,value
political-view,liberalne
city,Piaseczno
relative,mój brat Helena Kubiak
date-of-birth,02.04.1976
email,rafał.sokół14@gmail.com
pesel,78091883826
sexual-orientation,aseksualny
credit-card-number,5327530090202665
username,patrycjakowalski176
name,Matra
secret,AKIA8FHDEKLXE03WB8S4
surname,Kania
city,Goleniów
date-of-birth,26.08.1996
date-of-birth,15/12/1979
political-view,liberalne
phone,514 588 331
job-title,programista
address,"ul. Moniuszki 7, Wałbrzych"
school-name,Szkoła Podstawowa nr 5
credit-card-number,379591922200002
bank-account,PL46636899812611410755999103
surname,Mroż
job-title,referent
sex,m
sex,k
religion,protestant
name,Dawid
secret,AKIAWHWVVEOIFMJT8S59
company,FPUH Kołpak
political-view,centrowe
school-name,Zespół Szkół Ekonomicznych
sex,inne
school-name,Uniwersytet Warszawski
ethnicity,Niemiec
email,nina.zawadzki1@onet.pl
ethnicity,Polak
credit-card-number,5578965377406330
bank-account,PL61554428427236285471595707
pesel,20121816427
school-name,Technikum Informatyczne
pesel,50052384861
date-of-birth,09/03/1932
phone,+48 78z 212 g01
name,Andrzej
email,piotr.mroż76@example.com
bank-account,PL70636051157831964224259868
city,London
company,Restauracja Smak
ethnicity,Ukraińczyk
phone,+48 513 078 320
date,26.01.2024
date-of-birth,31/07/1927
email,gaja.wojciechowski78@example.com
secret,token-688727-x
date-of-birth,04/10/u993
bank-account,ES70712440152258564188605760
religion,świadek Jehowy
sex,kobieta
name,Alicja
sexual-orientation,nieokreślony
city,Munihc
bank-account,PL51238510317089343859369535
credit-card-number,5067475150005760
age,47
phone,+48 787 728 331
username,kamilkruk671
company,Przychodnia Zdrowia Sp. z o.o.
ethnicity,Litwin
secret,passwd:unW2xhgtaG
job-title,inżynier oprogramowania
sex,kobieta
sex,inne
city,Krosno
relative,moja siostra Ra5ał Kubiak
religion,ateista
company,Nauka i Rozwój Sp. z o.o.
school-name,Zespół Szkół Ekonomicznych
ethnicity,Ukraińczyk
health,depresja
sexual-orientation,panseksualny
document-number,QO3WRL33Q
pesel,63012029092
religion,protestant
job-title,pielęgniarka
date-of-birth,13.10.1990
health,COVID-19 - przebyte
pesel,85090253442
political-view,lewicowe
company,Kancelaria Kowalski i Wspólnicy
school-name,Liceum Ogólnokształcące im. M. Kopernika
pesel,40013170033
date-of-birth,12/01/1977
religion,żyd
secret,AKIAH1YQOYCCISTFQ22J
date,26.09.2008
date,2015-08-28
sexual-orientation,aseksualny
company,FPUH Kołpak
phone,794 246 343
document-number,XKUGLQY8A
date,2023-01-23
sex,inne
email,rafał.cieślak98@gmail.com
surname,Wiśniewski
sex,M
secret,token-846798-x
job-title,inżynier oprogramowania
sex,kobieta
job-title,nauczyciel
date,2001-09-03
date-of-birth,07/08/1943
secret,api_key_474287
company,ABC Sp. z o.o.
pesel,58032157575
job-title,referent
username,oliwia_628
pesel,98102589723
relative,mój brat Andrz3j Piotrowski
name,Michał
phone,+48 513 078 320
date,2004-01-28
document-number,9C933SB1U
health,cukrzyca
secret,passwd:uHnbkXtPd1
city,Kamienna Góra
relative,syn Dawid Kamiński
pesel,60121980173
age,84
address,"ul. Rynek 53, Słupsk"
health,choroba serca
name,Anna
job-title,kierownik
surname,N4górk4
secret,AKIA2MFU9UZTYFZ09I5L
name,Bartosz
religion,prawosławny
religion,protestant
political-view,socjalistyczne
date-of-birth,13.07.5921
address,"ul. Świętokrzysk@ 90, Świnoujście"
name,Magdalena
relative,syn Joanna Kozłowski
bank-account,PL24362356440069620269207716
job-title,inżynier oprogramowania
religion,protestant
company,Firma Handlowa Nowak
pesel,24090788129
ethnicity,Rom
school-name,Przedszkole nr 12
city,Lubin
address,"ul. Szkolna 4, Konin"
sex,m
phone,+48 513 078 320
religion,świadek Jehowy
sexual-orientation,nieokreślony
company,Nauka i Rozwój Sp. z o.o.
surname,Kowalczyk
health,brak chorób przewlekłych
sexual-orientation,biseksualny
school-name,Uniwersytet Warszawski
name,Ewa
relative,syn Helena Woźniak
company,Kancelaria Kowalski i Wspólnicy
date-of-birth,1981-10-02
city,Kościerzyna
relative,syn Nina Adamczyk
pesel,00241233357
email,oliiwa.b€ck15@example.com
health,choroba serca
address,"ul. Lipowa 123, Zamość"
name,Rafał
sexual-orientation,heteroseksualny
relative,moja siostra Marcin Materka
company,Gabinety Ośkap1.
secret,passwd:YNBomEEQx6
company,Polska Energetyka S.A.
surname,Cieślak
political-view,konserwatywne
surname,Wróbel
name,Paulina
email,nina.lipinski17@wp.pl
document-number,GX7381178
sex,inne
religion,prawosławny
sexual-orientation,heteroseksualny
secret,token-996353-x
political-view,liberalne
relative,syn Tomasz Kozłowski
document-number,ZGIF1I1PD
pesel,81070899947
name,R0b3rt
company,ABC Sp. z o.o.
date-of-birth,19/07/1957
email,julia.mroż24@wp.pl
date-of-birth,1985-12-17
ethnicity,Rosjanin
political-view,niezdecydowane
secret,token-784307-x
city,Nidzica
date-of-birth,07.06.1991
address,"53 Main St, Geneva"
job-title,księgowy
email,katarzyna.woźniak96@example.com
sexual-orientation,biseksualny
bank-account,PL94107455374999545608359640
sexual-orientation,biseksualny
school-name,Akademia Górniczo-Hutnicza
surname,Bąk
age,21
job-title,księgowy
secret,AKIA4JYE8TPVAJ984RM8
religion,żyd
phone,+48 609 487 192
health,COVID-19 - przebyte
document-number,K2Y3WW7YT
religion,brak wyznania
job-title,lekarz
ethnicity,Litwin
address,"ul. Leśna 174, Świecie"
school-name,Politechnika Wrocławska
date-of-birth,27.12.2003
date-of-birth,2004-10-05
sex,m
date,22/04/2003
date-of-birth,09.01.2005
pesel,40021109294
ethnicity,Ukraińczyk
health,COVID-19 - przebyte
phone,+48 724 384 173
credit-card-number,3734-6816-3976-101
date-of-birth,30/05/1980
username,@karolina4
date-of-birth,1944-06-21
address,"107 Main St, Seoul"
date,24.11.2021
bank-account,PL30085501364842845317745000
date-of-birth,06.06.1983
religion,brak wyznania
email,karolina.król28@gmail.com
secret,passwd:ygM3wAZKIM
surname,Sokół
city,Kętrzyn
company,Sklep Internetowy.pl
ethnicity,Rosjanin
name,Eryk
age,83
date-of-birth,10.03.1940
phone,+48 782 582 g00
sexual-orientation,biseksualny
bank-account,PL38923335569908740148604270
username,@natalia62
address,"ul. Szkolna 23, Wieluń"
relative,mój brat Kajefan Jankowski
relative,moja siostra Paweł Sokół
secret,passwd:CGwMen3VIh
username,kajefan.kaczmarek
religion,żyd
secret,token-682504-x
bank-account,PL49745256689363844912050840
secret,api_key_90776
document-number,Q2M766743
document-number,7VYUQMJ4P
credit-card-number,5268299654574445
sexual-orientation,panseksualny
credit-card-number,378846784922445
age,4
phone,+48 787 728 331
date,19.08.2013
phone,514 588 331
relative,moja siostra Hubert Materka
document-number,7Y4T0KEG2
document-number,QQ2710219
sex,M
address,"151 High St, Rome"
bank-account,PL66390128947812547507054255
relative,syn Dmian Wojciechowski
secret,passwd:95Y3xdAvYF
date,30.09.2004
bank-account,PL29183796730177965517743020
secret,token-146058-x
school-name,Technikum Informatyczne
sexual-orientation,homoseksualny
health,astma
age,21
date,09.08.2006
health,COVID-19 - przebyte
phone,794 246 343
bank-account,PL76484425847953617026987265
school-name,Uniwersytet Warszawski
date-of-birth,11/03/1972
date,21/02/2016
document-number,QGJ1GQPIU
school-name,Liceum Ogólnokształcące im. M. Kopernika
sex,M
username,@paulina7
relative,syn Gaja Krawczyk
sexual-orientation,heteroseksualny
email,julia.lipinski13@wp.pl
date-of-birth,30.09.1958
political-view,socjalistyczne
bank-account,PL86268450945176094704443860
date-of-birth,07.01.1974
school-name,Politechnika Wrocławska
ethnicity,Węgier
company,Kancelaria Kowalski i Wspólnicy
company,Fundacja Zatoń
pesel,70010329390
bank-account,PL39667951046203052953936263
ethnicity,Ukraińczyk
document-number,DO4943141
city,Tczew
secret,t0k3n-256850-x
company,Nauka i Rozwój Sp. z o.o.
sexual-orientation,homoseksualny
city,npole
company,Biuro Rachunkowe Alfa
surname,Kołodziej
bank-account,PL45647231345777254708442344
credit-card-number,3788 9292 7032 304
school-name,Liceum Ogólnokształcące im. M. Kopernika
date-of-birth,19.04.1962
bank-account,PL04476783500579793400723456
sex,mężczyzna
address,"47 Main St, Rome"
school-name,Liceum Ogólnokształcące im. M. Kopernika
political-view,niezdecydowane
religion,brak wyznania
date,29.09.2001
relative,mój brat Alicja Pawlak
surname,Nowak
city,Gorzów Wielkopolski
username,natalia_180
address,"ul. Moniuszki 161, Zielona Góra"
address,"ul. Polna 115, Bydgoszcz"
name,Helena
document-number,FEFPN61S3
sexual-orientation,heteroseksualny
religion,muzułmanin
ethnicity,Ukraińczyk
name,Damian
address,"55 High St, Vienna"
date-of-birth,27/07/1961
address,"ul. Leśna 60, Oleśnica"
username,andrzejstępień50
sexual-orientation,panseksualny
secret,api_key_628361
surname,Bakiera
school-name,Szkoła Policealna 'Nowa'
email,marcin.jaworski83@example.com
religion,muzułmanin
credit-card-number,4610368541075896
credit-card-number,4907 6413 7604 5479
relative,mój brat Eryk Materka
sex,kobieta
sex,M
company,"""PPUH Latuszek i syn s.c."""
credit-card-number,5849 6783 2663 1857
address,"ul. Rynek 9, Żary"
name,Agnieszka
name,Leom
document-number,RL0531717
address,"ul. Rynek 142, Mysłowice"
bank-account,IT90849668128737725053668731
school-name,Szkoła Policealna 'Nowa'
address,"ul. Mostowa 25, Człuchów"
religion,brak wyznania
date,07/04/2018
name,Leom
sexual-orientation,panseksualny
name,Patrycja
document-number,6KVL6IPF9
username,łukasz.kamiński
city,Chodzież
company,XYZ S.A.
city,Reykjavik
document-number,HC2574875
school-name,Przedszkole nr 12
ethnicity,Białorusin
address,"ul. Szeroka 126, Bytom"
surname,Piotrowski
email,wiktor.zieliński32@gmail.com
date-of-birth,2001O12-07
company,"""Świerkosz-Lisak s.c."""
company,Gabinety Ośkap1.
school-name,Technikum Informatyczne
relative,mój brat Tomasz Woźniak
pesel,94101369238
job-title,specjalista ds. HR
ethnicity,Rosjanin
sexual-orientation,biseksualny
job-title,analityk danych
email,pi0tr.wieczorek40@gmail.com
political-view,centrowe
secret,AKIA400TGWUITB3JM8KQ
surname,Zając
health,cukrzyca
username,ewabakiera201
school-name,Akademia Górniczo-Hutnicza
school-name,Zespół Szkół Ekonomicznych
pesel,36021202594
company,"""Świerkosz-Lisak s.c."""
bank-account,PL71442497189753360873739558
pesel,71070799170
bank-account,PL45575122835965817216077549
city,Tychy
email,oliwia.cieślak12@example.com
email,sonia.wróbel96@example.com
surname,Bodzak
secret,token-300134-x
religion,prawosławny
secret,passwd:eICy2RndwV
credit-card-number,3796 7444 7243 531
document-number,4RY1MK6TW
sexual-orientation,panseksualny
date-of-birth,1962-03-10
date-of-birth,02.08.1999
credit-card-number,3716 4916 6512 835
school-name,Akademia Górniczo-Hutnicza
political-view,konserwatywne
company,FPUH Kołpak
health,depresja
bank-account,PL08955323026582560627630670
pesel,53030969085
date,14.12.2017
bank-account,PL37639761233681907199360655
secret,AKIAFF3QB5OXLVMEJ5Y4
city,Luxembourg
religion,brak wyznania
date,08.01.2004
surname,Czarnecki
date-of-birth,1928-07-28
name,Kacp€r
relative,syn Kaja Lewandowski
religion,muzułmanin
school-name,Politechnika Wrocławska
date,08/10/2002
phone,794 246 343
phone,+48 513 078 320
city,Kalisz
email,m4rcin.mich4lski75@0n3t.pl
sex,kobieta
document-number,CK2KT04L1
pesel,55021711080
name,Anna
pesel,46041408991
date,06.06.2020
ethnicity,Rom
document-number,IX7080787
sexual-orientation,nieokreślony
school-name,Szkoła Policealna 'Nowa'
city,Kołobrzeg
pesel,67101048302
relative,syn aKlina Nowicki
sexual-orientation,aseksualny
city,Nowa Ruda
phone,+48 513 078 320
secret,token-954077-x
bank-account,PL27448235487227155144105307
sex,mężczyzna
date-of-birth,30/06/1986
job-title,referent
email,agnieszka.wasilewski86@onet.pl
username,@kalina7
religion,świadek Jehowy
username,adampiotrowski493
sexual-orientation,biseksualny
credit-card-number,4750-7792-3975-5237
date-of-birth,15/11/2000
email,zuzanna.skrzecz16@wp.pl
religion,ateista
date,07.11.2000
ethnicity,Litwin
secret,AKIAR7MCCKYUJGFPRB46
school-name,Akademia Górniczo-Hutnicza
date,11/06/2022
username,jn_627
phone,+48 787 728 331
surname,Lis
credit-card-number,378012913708037
email,michał.mroż89@onet.pl
phone,+48 787 728 331
name,|acek
religion,świadek Jehowy
sex,k
name,Maria
political-view,socjalistyczne
email,marta.siwek32@gmail.com
surname,Walczak
city,Toronto
secret,AKIAZTWEQQV3CVKJT08M
relative,córka Alicja 5abak
company,Gabinety Wiese
religion,katolik
pesel,98121200890
document-number,TI1F5GBMH
political-view,socjalistyczne
phone,+48 787 728 331
political-view,lewicowe
health,brak chorób przewlekłych
company,Przychodnia Zdrowia Sp. z o.o.
sex,M
school-name,Liceum Ogólnokształcące im. M. Kopernika
sex,m
secret,tokne-966677-x
relative,córka Iwona Król
religion,świadek Jehowy
credit-card-number,4357959038396758
credit-card-number,3742-5036-8494-059
political-view,liberalne
age,80
name,Natalia
bank-account,SE63336301997736870998749634
sexual-orientation,panseksualny
surname,Wiśniewski
political-view,socjalistyczne
age,93
job-title,menedżer projektu
political-view,lewicowe
religion,brak wyznania
job-title,analityk danych
surname,Michalski
age,50
name,Tomasz
username,@bartosz24
city,Bogatynia
address,"ul. Graniczna 173, Tarnobrzeg"
secret,passwd:bxpUxxOTEg
name,Natalia
school-name,Szkoła Podstawowa nr 5
city,Środa Śląska
ethnicity,Rom
surname,Michalski
health,alergia
pesel,88010349636
credit-card-number,3731 0148 2684 805
address,"ul. Boczna 85, Siemianowice Śląskie"
age,93
religion,żyd
address,"ul. Moniuszki 167, Nowa Ruda"
pesel,30062579389
username,@szymon70
date-of-birth,1921-08-28
secret,AKIA34S2TNGTQ8XZVUM2
date,2006-03-16
health,cukrzyca
bank-account,BE63265441484661124915721054
date,03/11/2022
name,Leom
health,astma
sexual-orientation,panseksualny
ethnicity,Ukraińczyk
credit-card-number,3708-0148-4002-426
health,choroba serca
city,Siemianowice Śląskie
job-title,menedżer projektu
document-number,VY9775567
health,astma
relative,syn Szymon Jabłoński
sexual-orientation,aseksualny
secret,passwd:FQHn1XDup6
sexual-orientation,heteroseksualny
ethnicity,Litwin
relative,moja siostra Paulina Wieczorek
health,depresja
phone,514 588 331
document-number,QH4472317
credit-card-number,4557-3148-4792-7401
job-title,kierowca
username,natalia.zając
pesel,66111052839
health,alergia
credit-card-number,37705818202964m
city,Miami
job-title,sprzedawca
secret,AKIATYQN488717IVP9JT
address,"ul. Lipowa 63, Płock"
pesel,55040740814
age,36
religion,protestant
pesel,62091952402
address,"ul. Długa 73, Zielona Góra"
school-name,Liceum Ogólnokształcące im. M. Kopernika
sexual-orientation,nieokreślony
phone,794 246 343
health,brak chorób przewlekłych
age,7
company,Przychodnia Zdrowia Sp. z o.o.
date-of-birth,15.03.1977
date-of-birth,02/05/2003
health,choroba serca
email,damian.pawlak54@example.com
company,"""Korzekwa-Broniek Sp.k."""
age,23
surname,Stępień
company,Firma Handlowa Nowak
bank-account,PL86188153422491753721955673
date,2008-02-17
company,Gabinety Wiese
relative,moja siostra Beata Woźniak
health,depresja
secret,token-440895-x
credit-card-number,3738 0121 7063 015
bank-account,PL97397919213595788603337451
date,20/07/2013
secret,passwd:ez9gF13dv6
company,Tech Solutions Sp. z o.o.
relative,syn Adam 5abak
bank-account,PL93287826461113671195832135
ethnicity,Węgier
pesel,44090636932
age,10
date,2018-04-11
surname,Piotowski
date-of-birth,04.07.1938
phone,794 246 343
company,"""FPUH Matulewi(z"""
phone,514 588 331
age,37
document-number,LYQVCMEFK
email,aleksander.czarnecki92@onet.pl
date-of-birth,1958-11-04
company,Przychodnia Zdrowia Sp. z o.o.
date,24/10/206
phone,+48 724 384 173
religion,protestant
surname,Zając
school-name,Uniwersytet Warszawski
date,27.03.2019
bank-account,PL47809202195188340790554837
pesel,65110938720
relative,moja siostra M@rta Wasilewski
health,choroba serca
email,juliusz.lis25@gmail.com
credit-card-number,378-5449-6312-187
city,Melbourne
credit-card-number,5023 4926 7255 9839
sexual-orientation,heteroseksualny
ethnicity,Rosjanin
document-number,481A30JQE
address,"ul. Graniczna 64, Słupsk"
secret,token-230444-x
age,11
pesel,68020506416
document-number,0KAX941V5
date,2008-11-19
pesel,67101144589
surname,Urbański
credit-card-number,3769-3278-0953-075
pesel,88061004878
email,arcin.górski44@wp.pl
relative,moja siostra Marcin Kubi@k
secret,passwd:qlsIQXCd2N
relative,mój brat Beata PiOtrowski
surname,5abak
name,Patrycja
username,olga.wasilewski
secret,passwd:4qSVlUheV8
company,Gabinety Wiese
pesel,46062152328
date,27/01/2009
pesel,61070992567
date-of-birth,42.12.1978
health,COVID-19 - przebyte
health,alergia
relative,córka Grzegorz Wojciechowski
secret,AKIA4CKQ3AJ1G95WIKVA
sexual-orientation,aseksualny
date,2005-03-20
company,Gabinety Wiese
date-of-birth,02.09.1976
username,tomasz.wiśniewski
ethnicity,Węgier
sex,m
ethnicity,Polak
health,COVID-19 - przebyte
religion,protestant
company,Kancelaria Kowalski i Wspólnicy
school-name,Uniwersytet Warszawski
document-number,RX0747212
school-name,Przedszkole nr 12
relative,córka Agnieszka Wójcik
health,cukrzyca
city,S5dney
company,Kancelaria Kowalski i Wspólnicy
address,"ul. Nowa1 57, Lębork"
health,cukrzyca
political-view,prawicowe
health,cukrzyca
pesel,71010830167
email,karolina.baster63@wp.pl
username,anna.adamczyk
age,70
date,2015-04-17
bank-account,PL05137873245726641387174014
health,brak chorób przewlekłych
